environment,battle_style,core_strength,personality,social_style,pokemon_name,img_url,shiny_img_url,type1,pokedex_entry,hp,attack,defense,is_legendary,is_mythical
Verdant Forests,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Charjabug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/737.png,bug,"Its body is capable of storing electricity. On camping trips, people are grateful to have one around.",57,82,95,False,False
Verdant Forests,Versatile All-Rounder,Raw Power,Adaptable & Friendly,Flexible,Vikavolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/738.png,bug,"It zips around, on sharp lookout for an opening. It concentrates electrical energy within its large jaws and uses it to zap its enemies.",77,70,90,False,False
Training Dojos,Methodical Warrior,Raw Power,Passionate & Fierce,Lone Wolf,Crabrawler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/739.png,fighting,"While guarding its weak points with its pincers, it looks for an opening and unleashes punches. When it loses, it foams at the mouth and faints.",47,82,57,False,False
Training Dojos,Methodical Warrior,Raw Power,Passionate & Fierce,Lone Wolf,Crabominable,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/740.png,fighting,"It aimed for the top but got lost and ended up on a snowy mountain. Being forced to endure the cold, this Pokémon evolved and grew fur.",97,132,77,False,False
Volcanic Mountains,Versatile All-Rounder,Raw Power,Passionate & Fierce,Flexible,Oricorio-baile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/741.png,fire,"It beats its wings together to create fire. As it moves in the steps of its beautiful dance, it bathes opponents in intense flames.",75,70,70,False,False
Verdant Forests,Versatile All-Rounder,Speed & Evasion,Playful & Energetic,Flexible,Cutiefly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/742.png,bug,"It feeds on the nectar and pollen of flowers. Because it’s able to sense auras, it can identify which flowers are about to bloom.",40,45,40,False,False
Verdant Forests,Swift Scout,Speed & Evasion,Playful & Energetic,Flexible,Ribombee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/743.png,bug,"It rolls up pollen into puffs. It makes many different varieties, some used as food and others used in battle.",60,55,60,False,False
Volcanic Mountains,Methodical Warrior,Raw Power,Stoic & Loyal,Flexible,Rockruff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/744.png,rock,"It’s considered to be a good Pokémon for beginners because of its friendliness, but its disposition grows rougher as it grows up.",45,65,40,False,False
Volcanic Mountains,Aggressive Brawler,Raw Power,Passionate & Fierce,Flexible,Lycanroc-midday,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/745.png,rock,"Its quick movements confuse its enemies. Well equipped with claws and fangs, it also uses the sharp rocks in its mane as weapons.",75,115,65,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Wishiwashi-solo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/746.png,water,"When it’s in trouble, its eyes moisten and begin to shine. The shining light attracts its comrades, and they stand together against their enemies.",45,20,20,False,False
Anywhere,Methodical Warrior,Resilience,Gentle & Protective,Lone Wolf,Mareanie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/747.png,poison,"It plunges the poison spike on its head into its prey. When the prey has weakened, Mareanie deals the finishing blow with its 10 tentacles.",50,53,62,False,False
Anywhere,Immovable Wall,Resilience,Gentle & Protective,Lone Wolf,Toxapex,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/748.png,poison,Toxapex crawls along the ocean floor on its 12 legs. It leaves a trail of Corsola bits scattered in its wake.,50,63,152,False,False
Volcanic Mountains,Methodical Warrior,Raw Power,Stoic & Loyal,Flexible,Mudbray,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/749.png,ground,The mud stuck to Mudbray’s hooves enhances its grip and its powerful running gait.,70,100,70,False,False
Volcanic Mountains,Methodical Warrior,Raw Power,Stoic & Loyal,Flexible,Mudsdale,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/750.png,ground,"It spits a mud that provides resistance to both wind and rain, so the walls of old houses were often coated with it.",100,125,100,False,False
Serene Waters,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Dewpider,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/751.png,water,It crawls onto the land in search of food. Its water bubble allows it to breathe and protects its soft head.,38,40,52,False,False
Serene Waters,Immovable Wall,Resilience,Gentle & Protective,Flexible,Araquanid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/752.png,water,"It delivers headbutts with the water bubble on its head. Small Pokémon get sucked into the bubble, where they drown.",68,70,92,False,False
Verdant Forests,Methodical Warrior,Raw Power,Gentle & Protective,Flexible,Fomantis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/753.png,grass,"During the day, it sleeps and soaks up light. When night falls, it walks around looking for a safer place to sleep.",40,55,35,False,False
Verdant Forests,Methodical Warrior,Raw Power,Gentle & Protective,Flexible,Lurantis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/754.png,grass,"It requires a lot of effort to maintain Lurantis’s vivid coloring, but some collectors enjoy this work and treat it as their hobby.",70,105,90,False,False
Verdant Forests,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Morelull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/755.png,grass,It scatters spores that flicker and glow. Anyone seeing these lights falls into a deep slumber.,40,35,55,False,False
Verdant Forests,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Shiinotic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/756.png,grass,Forests where Shiinotic live are treacherous to enter at night. People confused by its strange lights can never find their way home again.,60,45,80,False,False
Anywhere,Versatile All-Rounder,Speed & Evasion,Playful & Energetic,Lone Wolf,Salandit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/757.png,poison,"It burns its bodily fluids to create a poisonous gas. When its enemies become disoriented from inhaling the gas, it attacks them.",48,44,40,False,False
Anywhere,Glass Cannon Mage,Speed & Evasion,Intelligent & Mysterious,Lone Wolf,Salazzle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/758.png,poison,"For some reason, only females have been found. It creates a reverse harem of male Salandit that it lives with.",68,64,60,False,False
Bustling Cities,Methodical Warrior,Raw Power,Stoic & Loyal,Team Player,Stufful,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/759.png,normal,"Despite its adorable appearance, when it gets angry and flails about, its arms and legs could knock a pro wrestler sprawling.",70,75,50,False,False
Bustling Cities,Methodical Warrior,Raw Power,Stoic & Loyal,Team Player,Bewear,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/760.png,normal,This immensely dangerous Pokémon possesses overwhelming physical strength. Its habitat is generally off-limits.,120,125,80,False,False
Verdant Forests,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Bounsweet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/761.png,grass,A delectable aroma pours from its body. They are often swallowed whole by Toucannon lured by that wafting deliciousness.,42,30,38,False,False
Verdant Forests,Versatile All-Rounder,Speed & Evasion,Gentle & Protective,Flexible,Steenee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/762.png,grass,"The sepals on its head developed to protect its body. These are quite hard, so even if pecked by bird Pokémon, this Pokémon is totally fine.",52,40,48,False,False
Verdant Forests,Immovable Wall,Raw Power,Gentle & Protective,Flexible,Tsareena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/763.png,grass,"Its long, striking legs aren’t just for show but to be used to kick with skill. In victory, it shows off by kicking the defeated, laughing boisterously.",72,120,98,False,False
Mythical Skies,Versatile All-Rounder,Resilience,Gentle & Protective,Flexible,Comfey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/764.png,fairy,"It attaches flowers to its highly nutritious vine. This revitalizes the flowers, and they give off an aromatic scent.",51,52,90,False,False
Bustling Cities,Versatile All-Rounder,Resilience,Gentle & Protective,Team Player,Oranguru,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/765.png,normal,"Known for its extreme intelligence, this Pokémon will look down on inexperienced Trainers, so it’s best suited to veteran Trainers.",90,60,80,False,False
Training Dojos,Methodical Warrior,Raw Power,Passionate & Fierce,Lone Wolf,Passimian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/766.png,fighting,They form groups of roughly 20 individuals. Their mutual bond is remarkable—they will never let down a comrade.,100,120,90,False,False
Verdant Forests,Methodical Warrior,Speed & Evasion,Playful & Energetic,Flexible,Wimpod,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/767.png,bug,"This Pokémon is a coward. As it desperately dashes off, the flailing of its many legs leaves a sparkling clean path in its wake.",25,35,40,False,False
Verdant Forests,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Golisopod,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/768.png,bug,"With a flashing slash of its giant sharp claws, it cleaves seawater—or even air—right in two.",75,125,140,False,False
Ancient Ruins,Versatile All-Rounder,Resilience,Gentle & Protective,Lone Wolf,Sandygast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/769.png,ghost,"Born from a sand mound playfully built by a child, this Pokémon embodies the grudges of the departed.",55,55,80,False,False
Ancient Ruins,Versatile All-Rounder,Resilience,Gentle & Protective,Lone Wolf,Palossand,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/770.png,ghost,"Possessed people controlled by this Pokémon transformed its sand mound into a castle. As it evolved, its power to curse grew ever stronger.",85,75,110,False,False
Serene Waters,Immovable Wall,Resilience,Gentle & Protective,Flexible,Pyukumuku,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/771.png,water,"It’s covered in a slime that keeps its skin moist, allowing it to stay on land for days without drying up.",55,60,130,False,False
Bustling Cities,Immovable Wall,Resilience,Gentle & Protective,Lone Wolf,Type-null,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/772.png,normal,The heavy control mask it wears suppresses its intrinsic capabilities. This Pokémon has some hidden special power.,95,95,95,True,False
Bustling Cities,Immovable Wall,Resilience,Gentle & Protective,Lone Wolf,Silvally,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/773.png,normal,"Its trust in its partner is what awakens it. This Pokémon is capable of changing its type, a flexibility that is well displayed in battle.",95,95,95,True,False
Volcanic Mountains,Immovable Wall,Resilience,Gentle & Protective,Flexible,Minior-red-meteor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/774.png,rock,"Originally making its home in the ozone layer, it hurtles to the ground when the shell enclosing its body grows too heavy.",60,60,100,False,False
Bustling Cities,Methodical Warrior,Raw Power,Stoic & Loyal,Team Player,Komala,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/775.png,normal,"It is born asleep, and it dies asleep. All its movements are apparently no more than the results of it tossing and turning in its dreams.",65,115,65,False,False
Volcanic Mountains,Versatile All-Rounder,Resilience,Passionate & Fierce,Flexible,Turtonator,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/776.png,fire,The shell on its back is chemically unstable and explodes violently if struck. The hole in its stomach is its weak point.,60,78,135,False,False
Bustling Cities,Methodical Warrior,Raw Power,Playful & Energetic,Flexible,Togedemaru,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/777.png,electric,"The spiny fur on its back is normally at rest. When this Pokémon becomes agitated, its fur stands on end and stabs into its attackers.",65,98,63,False,False
Ancient Ruins,Methodical Warrior,Resilience,Gentle & Protective,Lone Wolf,Mimikyu-disguised,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/778.png,ghost,Its actual appearance is unknown. A scholar who saw what was under its rag was overwhelmed by terror and died from the shock.,55,90,80,False,False
Serene Waters,Aggressive Brawler,Raw Power,Passionate & Fierce,Flexible,Bruxish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/779.png,water,"When it unleashes its psychic power from the protuberance on its head, the grating sound of grinding teeth echoes through the area.",68,105,70,False,False
Bustling Cities,Versatile All-Rounder,Raw Power,Stoic & Loyal,Team Player,Drampa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/780.png,normal,"It has a compassionate personality, but if it is angered, it completely destroys its surroundings with its intense breath.",78,60,85,False,False
Ancient Ruins,Methodical Warrior,Raw Power,Intelligent & Mysterious,Lone Wolf,Dhelmise,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/781.png,ghost,"Swinging its massive anchor, it can KO Wailord in a single blow. What appears to be green seaweed is actually its body.",70,131,100,False,False
Mythical Skies,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Jangmo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/782.png,dragon,It expresses its feelings by smacking its scales. Metallic sounds echo through the tall mountains where Jangmo-o lives.,45,55,65,False,False
Mythical Skies,Methodical Warrior,Resilience,Gentle & Protective,Flexible,Hakamo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/783.png,dragon,It leaps at its prey with a courageous shout. Its scaly punches tear its opponents to shreds.,55,75,90,False,False
Mythical Skies,Immovable Wall,Resilience,Gentle & Protective,Flexible,Kommo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/784.png,dragon,"When it spots enemies, it threatens them by jingling the scales on its tail. Weak opponents will crack and flee in panic.",75,110,125,False,False
Bustling Cities,Aggressive Brawler,Speed & Evasion,Passionate & Fierce,Lone Wolf,Tapu-koko,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/785.png,electric,This guardian deity of Melemele is brimming with curiosity. It summons thunderclouds and stores their lightning inside its body.,70,115,85,True,False
Ancient Ruins,Glass Cannon Mage,Raw Power,Intelligent & Mysterious,Lone Wolf,Tapu-lele,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/786.png,psychic,This guardian deity of Akala is guilelessly cruel. The fragrant aroma of flowers is the source of its energy.,70,85,75,True,False
Verdant Forests,Immovable Wall,Raw Power,Gentle & Protective,Lone Wolf,Tapu-bulu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/787.png,grass,"It pulls large trees up by the roots and swings them around. It causes vegetation to grow, and then it absorbs energy from the growth.",70,130,115,True,False
Serene Waters,Immovable Wall,Resilience,Gentle & Protective,Lone Wolf,Tapu-fini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/788.png,water,The dense fog it creates brings the downfall and destruction of its confused enemies. Ocean currents are the source of its energy.,70,75,115,True,False
Ancient Ruins,Versatile All-Rounder,Resilience,Gentle & Protective,Lone Wolf,Cosmog,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/789.png,psychic,Its body is gaseous and frail. It slowly grows as it collects dust from the atmosphere.,43,29,31,True,False
Ancient Ruins,Immovable Wall,Resilience,Gentle & Protective,Lone Wolf,Cosmoem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/790.png,psychic,"Motionless as if dead, its body is faintly warm to the touch. In the distant past, it was called the cocoon of the stars.",43,29,131,True,False
Ancient Ruins,Aggressive Brawler,Resilience,Passionate & Fierce,Lone Wolf,Solgaleo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/791.png,psychic,It is said to live in another world. The intense light it radiates from the surface of its body can make the darkest of nights light up like midday.,137,137,107,True,False
Ancient Ruins,Aggressive Brawler,Resilience,Passionate & Fierce,Lone Wolf,Lunala,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/792.png,psychic,"It is said to be a female evolution of Cosmog. When its third eye activates, away it flies to another world.",137,113,89,True,False
Volcanic Mountains,Glass Cannon Mage,Resilience,Gentle & Protective,Flexible,Nihilego,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/793.png,rock,One of several mysterious Ultra Beasts. People on the street report observing those infested by it suddenly becoming violent.,109,53,47,False,False
Verdant Forests,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Buzzwole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/794.png,bug,"This Ultra Beast appeared from another world. It shows off its body, but whether that display is a boast or a threat remains unclear.",107,139,139,False,False
Verdant Forests,Aggressive Brawler,Speed & Evasion,Passionate & Fierce,Flexible,Pheromosa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/795.png,bug,"One of the dangerous Ultra Beasts, it has been spotted running across the land at terrific speeds.",71,137,37,False,False
Bustling Cities,Versatile All-Rounder,Raw Power,Playful & Energetic,Flexible,Xurkitree,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/796.png,electric,"One of the mysterious life-forms known as Ultra Beasts. Astonishing electric shocks emanate from its entire body, according to witnesses.",83,89,71,False,False
Training Dojos,Immovable Wall,Raw Power,Adaptable & Friendly,Flexible,Celesteela,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/797.png,steel,It appeared from the Ultra Wormhole. Witnesses observed it flying across the sky at high speed.,97,101,103,False,False
Verdant Forests,Aggressive Brawler,Raw Power,Passionate & Fierce,Flexible,Kartana,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/798.png,grass,"This Ultra Beast came from the Ultra Wormhole. It seems not to attack enemies on its own, but its sharp body is a dangerous weapon in itself.",59,181,131,False,False
Ancient Ruins,Methodical Warrior,Resilience,Gentle & Protective,Lone Wolf,Guzzlord,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/799.png,dark,"It has gobbled mountains and swallowed whole buildings, according to reports. It’s one of the Ultra Beasts.",223,101,53,False,False
Ancient Ruins,Versatile All-Rounder,Raw Power,Intelligent & Mysterious,Lone Wolf,Necrozma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/800.png,psychic,"Reminiscent of the Ultra Beasts, this life-form, apparently asleep underground, is thought to have come from another world in ancient times.",97,107,101,True,False
Training Dojos,Immovable Wall,Raw Power,Adaptable & Friendly,Flexible,Magearna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/801.png,steel,"This artificial Pokémon, constructed more than 500 years ago, can understand human speech but cannot itself speak.",80,95,115,False,True
Training Dojos,Aggressive Brawler,Raw Power,Passionate & Fierce,Lone Wolf,Marshadow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/802.png,fighting,"Able to conceal itself in shadows, it never appears before humans, so its very existence was the stuff of myth.",90,125,80,False,True
Anywhere,Versatile All-Rounder,Raw Power,Adaptable & Friendly,Lone Wolf,Poipole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/803.png,poison,This Ultra Beast is well enough liked to be chosen as a first partner in its own world.,67,73,67,False,False
Anywhere,Glass Cannon Mage,Raw Power,Intelligent & Mysterious,Lone Wolf,Naganadel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/804.png,poison,It stores hundreds of liters of poisonous liquid inside its body. It is one of the organisms known as UBs.,73,73,73,False,False
Volcanic Mountains,Immovable Wall,Resilience,Gentle & Protective,Flexible,Stakataka,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/805.png,rock,It appeared from an Ultra Wormhole. Each one appears to be made up of many life-forms stacked one on top of each other.,61,131,211,False,False
Volcanic Mountains,Aggressive Brawler,Raw Power,Passionate & Fierce,Flexible,Blacephalon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/806.png,fire,"It slithers toward people. Then, without warning, it triggers the explosion of its own head. It’s apparently one kind of Ultra Beast.",53,127,53,False,False
Bustling Cities,Aggressive Brawler,Speed & Evasion,Passionate & Fierce,Flexible,Zeraora,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/807.png,electric,"It electrifies its claws and tears its opponents apart with them. Even if they dodge its attack, they’ll be electrocuted by the flying sparks.",88,112,75,False,True
Training Dojos,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Meltan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/808.png,steel,"It melts particles of iron and other metals found in the subsoil, so it can absorb them into its body of molten steel.",46,65,65,False,True
Training Dojos,Methodical Warrior,Raw Power,Adaptable & Friendly,Flexible,Melmetal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/809.png,steel,"Revered long ago for its capacity to create iron from nothing, for some reason it has come back to life after 3,000 years.",135,143,143,False,True
Verdant Forests,Methodical Warrior,Raw Power,Gentle & Protective,Flexible,Grookey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/810.png,grass,"When it uses its special stick to strike up a beat, the sound waves produced carry revitalizing energy to the plants and flowers in the area.",50,65,50,False,False
Verdant Forests,Methodical Warrior,Raw Power,Gentle & Protective,Flexible,Thwackey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/811.png,grass,"The faster a Thwackey can beat out a rhythm with its two sticks, the more respect it wins from its peers.",70,85,70,False,False
